"FARM_NO","YEAR","COMPANY","AREA_GRP","FARM_LEVEL","UPDOWN","MSY","PSY","S_MODON","BING","BDAY","C_BDAY","D_BDAY","E_BDAY","F_BDAY","G_BDAY","BUNMAN_GIGAN","BUNMAN_RATIO","CHONGSAN_AVG","SILSAN_AVG","MILA_AVG","SASAN_AVG","EUDUSU_AVG","POU_AVG","JAGI_AVG","ZAEGI7_RATIO","DIE_SANCHA","CHO_GYOBAE","AVG_SANCHA"
"2415","2012",피그플랜,"010009","180003","3",0,21.2,217,2.33,39.6,13.2,0.4,25.8,0.2,0,114.8,83.8,10.5,9.6,0,0.9,9.1,27.6,7.1,"85.3","3.4",243,"5.3"
"1788","2012",피그플랜,"010009","180002","3",22.1,22.1,175,2.39,32,16,3.6,11.3,0.9,0.2,114.8,89.1,11.5,10.9,0.1,0.5,9.2,22.3,7.6,"87.1","3.8",264,"7.4"
"1806","2012",피그플랜,"010008","180003","4",0,19.8,203,2.06,83.7,23.1,4.9,46.3,6,3.3,114.5,62.6,10.3,10.3,0,0,9.6,23.8,13.8,"69.6","4.8",243,"5.9"
"1719","2012",피그플랜,"010002","180002","3",0,23,114,2.43,33.2,13,0.1,19.5,0.5,0,115.1,84.6,12.3,10.8,0,1.6,9.5,22.7,6.2,"92.6","6.7",245,"7.3"
"1752","2012",피그플랜,"010007","180006","1",0,27.9,609,2.5,25,13.3,0.5,10.5,0.6,0.1,115,89.5,12.7,12,0.2,0.5,11.1,21.4,6.3,"91.2","6.5",243,"7"
"1501","2012",피그플랜,"010002","180001","4",15.8,17.5,93,1.88,91.8,15.7,4.3,52.1,15.9,3.8,116.6,63.9,11.8,10.9,0,0.9,9.3,27.3,9,"82.8","6.4",236,"7.5"
"1733","2012",피그플랜,"010007","180003","3",0,21.6,281,2.3,44.8,17.8,3.1,23.9,0,0,115.7,80.2,10.7,9.9,0.4,0.5,9.4,25.7,6.8,"87.9","6.9",244,"7.2"
"1420","2012",피그플랜,"010007","180002","4",0,19.4,188,2.25,43.6,8.9,10,23.1,0.6,1,114.2,79.2,12,10.7,0,1.2,8.6,23.7,4.6,"98.1","6.9",235,"4.6"
"1421","2012",피그플랜,"010001","180006","3",0,23.1,528,2.29,47,18.7,2.3,24.7,1.1,0.2,115.4,80.5,11.5,11.1,0.1,0.4,10.1,24.3,9.3,"86.7","2.3",256,"6.9"
"1703","2012",피그플랜,"010004","180002","3",22.6,22.7,170,2.32,42.2,13,1.6,25.3,1.5,0.9,115,77.5,10.8,9.9,0,0.9,9.8,24.2,6.7,"85.8","5",243,"5.6"
"1762","2012",피그플랜,"010002","180005","3",0,20.5,427,2.23,54.5,12.4,2,37.5,2.5,0.1,115.5,72.4,11.2,10.3,0.1,0.7,9.2,25.6,6.1,"91.5","6.3",246,"7.6"
"1798","2012",피그플랜,"010003","180004","3",0,23.3,347,2.34,34.5,12.3,2.1,18.5,0.4,1.2,114.6,82.9,12,11.3,0.2,0.5,10,27,6,"93.9","3.1",270,"5.7"
"1424","2013",피그플랜,"010007","180004","3",0,23.4,387,2.45,22.3,10.7,0.5,11.2,0,0,115.1,89,10.5,9.8,0,0.7,9.5,24.8,5.2,"95.3","8.2",244,"7.1"
"2463","2013",피그플랜,"010001","180007","3",0,21.2,"1,117",2.21,66.4,15.5,0.7,39.7,10,0.6,114.3,64.3,10.9,10,0.4,0.5,9.6,23.5,8.5,"85.4","1.1",261,"5.4"
"2107","2013",피그플랜,"010003","180002","2",0,26.8,153,2.32,29.7,21,1.4,6.8,0.5,0.1,114.5,92.6,14.4,13,0.4,1.1,11.6,29,11.1,"58.7","4",245,"5.1"
"2277","2013",피그플랜,"010002","180003","3",17.3,20.7,213,2.1,64.8,12,12.8,39.7,0,0.4,115.6,72.2,11.8,11.5,0,0.2,9.8,29,8.4,"85.9","4.5",242,"6.1"
"1913","2013",피그플랜,"010001","180003","3",0,20.9,259,2.18,55.7,12.2,0.3,41.3,1.5,0.3,115,78,11.7,11.2,0.1,0.4,9.6,26.2,5.7,"93.1","3.7",236,"6"
"1983","2013",피그플랜,"010005","180006","3",18.8,24.3,963,2.38,29.9,12.6,2.3,13.2,0.8,1,114.7,84,11.7,10.6,1,0.2,10.2,25.7,6.5,"88.5","4.4",266,"5.5"
"2563","2013",피그플랜,"010009","180003","4",0,19.9,246,2.18,56,18,5,31,1.9,0,115.4,80.4,11.3,10.7,0.1,0.5,9.1,27,10,"83.2","3.4",239,"5.1"
"2445","2013",피그플랜,"010002","180004","2",23,25.3,307,2.35,38.3,13.2,4.5,20.5,0.1,0,114.5,83.4,13.2,11.7,0.2,1.3,10.7,24.2,6.2,"93.1","5.9",191,"6.8"
"1269","2013",피그플랜,"010003","180007","2",0,25,"1,128",2.37,28.9,11.4,6,11.3,0.2,0.1,114.5,89.4,12.5,11.3,0.1,1,10.5,27.7,6.1,"95.3","3.3",242,"3.2"
"1767","2013",피그플랜,"010001","180006","3",0,23.5,554,2.39,31.6,11.4,0.3,16.8,2.5,0.6,115.2,81.4,12.3,11.7,0.2,0.4,9.8,24.9,5.9,"94.9","3.1",235,"5.9"
"2302","2013",피그플랜,"010009","180004","3",0,24.9,342,2.33,41.5,18.8,3.1,15.5,3.5,0.6,113.7,77.8,12.7,11.9,0.3,0.5,10.7,26.1,9.2,"78.8","1.8",236,"6.5"
"2704","2013",피그플랜,"010001","180004","3",0,24.3,303,2.38,36,14,3.9,16.6,0.6,0.9,114,82.2,11.8,11.7,0,0.1,10.2,25.6,7.3,"90.4","2.6",241,"4.5"
"2429","2013",피그플랜,"010007","180005","3",0,21.1,406,2.28,41.2,11.7,3.3,25.2,0.6,0.4,115.7,80.2,11.6,10.9,0,0.7,9.2,24.7,5.7,"93.5","5.8",243,"6"
"2423","2013",피그플랜,"010004","180006","2",0,25.8,501,2.38,34.9,12,15.3,5.4,0.5,1.7,113.8,88,11.7,11.1,0.3,0.4,10.8,25.8,5.7,"94","1.9",251,"4.6"
"1116","2013",피그플랜,"010002","180003","3",0,22.3,251,2.32,39.9,15.8,1.1,21.9,1.1,0,115.1,80.3,11.9,11.1,0.1,0.7,9.6,26.5,7.6,"85.9","5.8",265,"6.9"
"2274","2013",피그플랜,"010009","180002","3",0,21.2,127,2.35,35.4,12.5,3.2,17.5,2.2,0,114.3,84.6,10.5,9.7,0,0.8,9,26.8,6.4,"94.8","4.7",284,"5.9"
"2373","2013",피그플랜,"010008","180002","3",0,22,142,2.33,43.9,19.2,2.2,18.5,3.2,0.8,115.2,81.3,12.3,10.6,0.3,1.3,9.5,23.6,9.9,"67.7","3.7",252,"5.3"
"2179","2013",피그플랜,"010002","180002","4",16.6,18.4,148,2.08,79.7,12.6,3.8,61.7,1.7,0,115.3,57.1,10.8,9.6,0,1.1,8.9,24.7,8.9,"88.6","3.4",235,"5.4"
"2408","2013",피그플랜,"010002","180002","4",0,19,142,2.13,65,22.7,3,37.7,1.5,0,114.8,75.9,10.4,9.9,0,0.5,8.9,26,11.3,"71.6","4.3",242,"2.7"
"1469","2013",피그플랜,"010004","180002","4",0,17.8,150,2.05,85.9,8.8,17,59.5,0.5,0.1,114.7,70,10.2,9.2,0,1,8.7,22.7,5.6,"93.2","4.7",244,"4.9"
"2348","2013",피그플랜,"010005","180002","3",0,23.3,153,2.38,44.8,24.5,0.9,18.2,1.1,0,114,81.5,11.5,10.5,0.1,0.9,9.8,21.8,12.3,"78","6.6",243,"5.9"
"2735","2013",피그플랜,"010007","180003","3",0,24.3,209,2.34,38.3,12.9,0.7,22.2,2.5,0,114.5,87.9,12.4,11.5,0,1,10.4,26.7,6.1,"91.6","4",260,"3.1"
"2544","2013",피그플랜,"010002","180005","3",0,23.2,440,2.35,37.8,13.5,0.4,23.3,0.5,0.1,115.5,80.8,12.3,11.6,0,0.6,9.9,24.1,5.5,"96.4","5.9",253,"7.4"
"1755","2013",피그플랜,"010001","180006","3",0,22.5,552,2.39,25.1,11.6,0.7,10.6,1.5,0.7,114.6,86.2,11.9,11.1,0.3,0.5,9.4,27.2,6.1,"94.4","4.5",258,"5.8"
"1021","2013",피그플랜,"010002","180004","2",0,26.5,335,2.44,24.8,11.2,0.6,12.9,0.2,0,115.4,89.6,12.7,11.3,0.7,0.7,10.8,24.1,5.4,"94.9","5.6",265,"5.6"
"1456","2013",피그플랜,"010003","180006","3",0,24.6,736,2.35,34,12.3,1.3,17.9,1.5,0.9,115.6,82.6,12.4,11.5,0.2,0.7,10.5,25.4,5.8,"91.4","2.3",255,"6"
"2546","2013",피그플랜,"010004","180001","4",0,17.7,76,1.83,121.2,23.8,11.4,76.5,8.9,0.6,114.9,62.3,11.9,10.3,0.4,1.2,9.7,19.6,14.7,"88.1","4.3",195,"4"
"2260","2013",피그플랜,"010001","180006","4",0,19.5,710,2.21,58.8,17.1,3.1,35.6,2.5,0.5,115.3,76.3,10.3,9.9,0,0.3,8.8,22.6,8,"89","7.8",243,"8.1"
"2249","2013",피그플랜,"010002","180002","3",0,22,156,2.24,49.3,19.7,3.4,26.2,0,0,115,82.7,12.8,11.6,0.1,1.1,9.8,26.2,9.9,"80.9","4.3",271,"6.2"
"2425","2013",피그플랜,"010001","180002","3",20.6,21.7,182,2.21,53.4,15.1,0.2,36,1.9,0.2,115.4,73.2,12.3,11.4,0,0.9,9.9,25,7.5,"90.2","3.3",228,"6.2"
"1173","2013",피그플랜,"010002","180002","3",17.8,23.9,121,2.32,42.8,12.4,11.4,17,1.9,0.1,115.3,88.4,12.5,11.5,0.2,0.9,10.3,24.4,6.2,"92.2","6.3",243,"6.8"
"2369","2013",피그플랜,"010003","180004","3",0,21.8,317,2.17,60.4,12.7,0.7,46.2,0.6,0,115.7,58.8,12,10.9,0.2,0.9,10,25.8,6.5,"89.2","3.7",245,"4.7"
"2198","2013",피그플랜,"010004","180006","3",0,23,587,2.31,55.9,11.5,35.6,6.5,0.7,1.5,113.9,83.7,11.4,10.7,0.3,0.5,10,23.4,7.1,"89.9","4.6",254,"4.6"
"2515","2013",피그플랜,"010001","180006","3",0,22.5,563,2.27,54.4,16.7,5.2,28.2,2.7,1.6,114.8,80,11.1,10.6,0.1,0.4,9.9,22.5,9.1,"84.5","4.1",261,"3.9"
"1078","2013",피그플랜,"010004","180004","3",0,24.2,346,2.38,37.5,14,1.2,21.8,0.2,0.3,113.5,87,13.1,11.9,0.4,0.9,10.2,23.2,6.4,"87.7","3.9",248,"4.9"
"2134","2013",피그플랜,"010002","180003","2",23.1,25.9,215,2.44,34.9,15.2,2.6,16.7,0.1,0.2,113.9,87,12.4,11.8,0,0.6,10.6,22.1,7.4,"88.6","6.3",233,"6.1"
"2028","2013",피그플랜,"010004","180002","2",21.7,26,164,2.54,19.6,12.4,0.9,5.8,0.4,0.1,114.4,85.2,11.7,11,0.2,0.4,10.2,21.4,5.5,"94.6","5.5",243,"6.2"
"2068","2013",피그플랜,"010002","180001","3",0,22.9,84,2.34,34.8,18.1,8.1,8.5,0.1,0,115.5,87.1,11.4,10.6,0.2,0.6,9.8,25.6,9,"79.3","5.5",246,"5.8"
"876","2013",피그플랜,"010003","180006","3",22.4,24.2,891,2.42,31.4,14.7,3.4,11.8,0.4,1.1,115.2,90.2,11.7,11,0.1,0.7,10,22.7,6.7,"86.1","4.8",251,"6.7"
"1455","2013",피그플랜,"010002","180005","3",0,22.5,417,2.35,32,12.6,0.5,18.9,0,0,114.3,80.9,11.2,10.6,0.1,0.4,9.6,27.5,5.8,"91.2","4.6",242,"6.1"
"1669","2013",피그플랜,"010002","180003","3",0,23,280,2.28,41.7,13.1,0.2,27.9,0.5,0,115.5,82.7,11.2,10.9,0,0.3,10.1,25.2,6.4,"91","7",259,"6.4"
"2476","2013",피그플랜,"010001","180007","3",18.4,22.5,"1,144",2.34,40.6,15.6,2.5,20.4,1.5,0.5,114.8,81,10.9,10.3,0.2,0.4,9.6,25.1,8,"83.9","4.2",248,"6.8"
"2336","2013",피그플랜,"010005","180004","3",0,20.8,365,2.34,53.9,16.5,4.6,28.6,3.6,0.5,114.7,77.1,10.8,10.3,0,0.5,8.9,19.4,9.7,"85.1","3.7",243,"5.7"
"819","2013",피그플랜,"010007","180001","4",0,17.5,81,2.15,79.6,12.2,25.2,37.6,0,4.5,115.5,73.5,10,9.5,0.1,0.5,8.1,20,13.8,"41.9",.6,246,.4
"2130","2013",피그플랜,"010007","180003","3",0,22,204,2.32,45.3,20.7,1.7,20.3,2.2,0.5,114.3,79.5,11.6,10.1,0.3,1.2,9.5,24.2,10.4,"72.5","6",242,"6.1"
"1980","2013",피그플랜,"010002","180002","3",19.9,21.1,132,2.18,61.1,15.6,3.4,42.2,0,0,114.7,70.6,11.3,10.5,0,0.8,9.7,25.1,8.6,"81.4","4.1",242,"4.9"
"28","2013",피그플랜,"010002","180003","2",0,25.1,285,2.48,29.2,10.6,0.2,18.4,0,0,114.3,86.6,13.1,12,0.2,0.9,10.1,21.1,5.1,"97.3","5.1",238,"6.1"
"1947","2013",피그플랜,"010001","180004","3",0,21.6,339,2.25,46.9,12.7,0.4,33,0.7,0.1,115.3,78.7,11.2,10.6,0.1,0.6,9.6,26.4,6.1,"91.8","3.1",230,"5.5"
"1387","2013",피그플랜,"010006","180001","4",14.8,18,99,2.14,66.7,13.4,1.2,33.8,15,3.3,114.8,62.5,12.6,10.6,0.2,1.8,8.2,25.4,7.4,"85.6","4.5",238,"6"
"2738","2013",피그플랜,"010007","180004","3",0,20.7,387,2.27,58.3,14.9,2.3,40.7,0.3,0.1,113.9,68.6,12.3,11.2,0,1.1,9,18.5,7.1,"89.8","1.4",250,"4.9"
"1017","2013",피그플랜,"010008","180005","3",0,20.9,405,2.28,43.6,14.3,8.4,17.5,1.8,1.6,116.4,83.6,12.2,10.8,0.2,1.2,9.1,25.4,8.2,"84.9","1.7",259,"4.4"
"1401","2013",피그플랜,"010007","180005","1",22,28.6,432,2.49,23.9,12.4,1,10.5,0,0,114.3,89,13.6,12.5,0.3,0.8,11.5,23.2,5.9,"93.7","3.8",248,"5.5"
"111","2013",피그플랜,"010005","180002","3",0,22,170,2.3,49.6,20.2,0.5,28.3,0.7,0,115.4,75.9,12,11.1,0.1,0.8,9.6,22.7,9.6,"79.9","7",243,"8.7"
"1971","2013",피그플랜,"010009","180004","4",0,19.6,306,2.06,69.2,22.8,21.5,21.5,1,2.4,115.8,82.4,10.4,10.4,0,0,9.5,25.5,16.1,"84.6","4.8",242,
"1975","2013",피그플랜,"010005","180004","2",0,26.3,341,2.4,39.8,12.3,0.9,21.8,3.6,1.2,114.3,83,12.8,11.7,0.3,0.8,11,20.9,6.4,"93","5.2",231,"4.8"
"1912","2013",피그플랜,"010002","180002","3",17.2,20.8,196,2.19,50,16.2,2.3,22.9,6.3,2.3,114,77.4,12.8,11.6,0.2,1,9.5,27.9,7.7,"87.8","5.3",234,"5.8"
"2390","2013",피그플랜,"010002","180002","3",0,22.7,165,2.34,37.1,7.9,0.7,25.6,2.1,0.7,115.2,83.8,12,10.9,0.1,1,9.7,27.2,4.6,"97.5","4.1",252,"5.9"
"1203","2013",피그플랜,"010008","180003","4",0,19.8,245,2.3,48.8,13.5,3.9,25.2,4.1,2.2,115.6,76,11,9.6,0,1.5,8.6,21.6,6.9,"88","3",249,"4.2"
"1755","2003",피그플랜,"010001","180006","3",0,21,573,2.36,43.9,13.6,1.5,23.2,4,1.7,114.2,82.2,11.3,10.7,0.2,0.4,8.9,21.6,6.6,"88.6","4.9",244,"6.1"
"1414","2003",피그플랜,"010004","180004","3",0,20.2,383,2.31,53.4,14.3,1.6,35.8,1.7,0,113.7,73.1,10.5,9.6,0.4,0.5,8.7,20.7,6.7,"88.4","7.7",230,"7.3"
"1777","2003",피그플랜,"010002","180004","3",0,23.2,313,2.46,33.4,14.7,0.7,17.7,0.3,0.1,114.3,84.3,11,10.1,0.6,0.3,9.5,20.8,6.1,"92.7","3.6",240,"6.8"
"1994","2003",피그플랜,"010003","180004","3",0,23.6,365,2.5,26.1,13,3.7,8.9,0,0.5,114.3,94.2,10.8,10.1,0,0.6,9.4,21,6.2,"93.8","4.7",241,"6.4"
"1713","2003",피그플랜,"010001","180004","3",0,23.1,305,2.4,36.8,11.3,0.4,24.4,0.4,0.2,113.9,87.3,11.5,10.9,0.3,0.3,9.6,22.7,5.4,"94.4","4.8",239,"6"
"1719","2003",피그플랜,"010002","180002","3",0,22.5,106,2.4,36.9,14.9,0.3,21.5,0.2,0,114.4,81.7,11.2,10.3,0,0.9,9.3,20.7,6.1,"90.1","4.9",240,"6.5"
"2156","2003",피그플랜,"010004","180006","4",0,19.9,507,2.33,44.9,14.4,4.1,20.6,3.2,2.6,115.6,79.3,10.2,9.2,0.3,0.7,8.5,21.4,7,"87.8","3.9",219,"6.4"
"1412","2003",피그플랜,"010001","180006","3",0,23.3,615,2.52,24.7,11.6,0.2,12,0.8,0,113.5,88.7,10.8,10,0.3,0.5,9.2,21.6,5.3,"94.7","4.7",247,"7"
"1683","2003",피그플랜,"010001","180004","4",0,19,376,2.31,56.4,10.5,0.5,44.1,0.8,0.4,114.4,71.3,10.5,9,0,1.5,8.2,19.1,5.6,"96.3","5.5",238,"5.9"
"1773","2003",피그플랜,"010002","180004","3",0,21.4,328,2.35,50.3,20.2,1.4,28.5,0.1,0.1,114.7,77.9,10.4,9.8,0.2,0.5,9.1,21,8.5,"76.9","3",219,"5.9"
"762","2003",피그플랜,"010003","180004","3",0,21.4,303,2.36,48.8,13.8,1.5,33.2,0,0.3,115.1,80.4,10.6,9.8,0.5,0.4,9.1,18.7,6.7,"87.4","6",243,"7.6"
"2158","2003",피그플랜,"010004","180006","4",0,19.2,983,2.36,34.7,13.4,2.5,14.9,2.3,1.5,115.8,83.3,10.1,9.2,0.1,0.8,8.1,24.7,6.5,"90.5","4.1",224,"7.1"
"133","2003",피그플랜,"010009","180003","5",0,16,280,1.99,96.2,32.9,9.4,50.6,0,3.4,115.1,66.8,10.1,9.6,0,0.5,8.1,20.4,11.7,"79.3","2.2",243,"4.3"
"1821","2003",피그플랜,"010009","180002","3",0,22.4,128,2.41,38.5,12.8,0.3,20.3,3.2,1.9,115.3,75,10.8,10.3,0.2,0.3,9.3,21.9,5.4,"96.2","3.4",220,"6.3"
"775","2003",피그플랜,"010009","180002","3",0,20,153,2.31,45,18.2,1.1,24.4,0,1.3,114.5,85.3,10.8,10.4,0,0.4,8.7,25.2,8.8,"69.4","5",265,"7"
"842","2003",피그플랜,"010002","180007","4",0,18.6,"1,128",2.01,96,59.7,1.1,35,0.1,0,115,78.2,10.3,9.9,0,0.4,9.2,19.5,7.8,"84.5","5.2",226,"7.2"
"983","2003",피그플랜,"010005","180006","3",0,23.9,984,2.47,29.5,11.4,1.1,14.6,1.5,0.8,115.5,89.4,11.5,10.2,0.3,1.1,9.6,20.3,5.4,"93.8","4.8",245,"7"
"2467","2003",피그플랜,"010004","180001","3",0,20.7,41,2.14,72.7,72.7,0,0,0,0,113.6,100,10.7,10.7,0,0,9.6,23.4,31.9,"47.8","0",221,"10.2"
"1421","2003",피그플랜,"010001","180004","3",0,22.3,306,2.35,52.1,16.8,4.7,20.8,5.9,3.9,114.3,79.5,10.8,10.4,0.2,0.3,9.5,21.1,8.2,"83.8","1.8",225,"6.9"
"2161","2003",피그플랜,"010004","180006","3",0,20.6,554,2.43,40.5,16.6,2,18.9,1.9,1.1,115,81,10.3,9.2,0.5,0.6,8.5,18.3,8,"84.4","3.5",224,"6"
"936","2003",피그플랜,"010005","180006","4",0,18.5,510,2.21,66.2,23.2,9.4,28.1,2.6,2.8,115,84.2,10.6,9.5,0.6,0.5,8.4,22.3,12.4,"68.5","1.1",239,"6"
"214","2004",피그플랜,"010007","180006","5",0,15.3,983,1.81,120.9,82.1,2.1,35.6,0.7,0.4,115.2,69.8,10.7,9.2,0,1.5,8.4,21.4,6,"94.9","3.1",227,"3.8"
"775","2002",피그플랜,"010009","180002","4",0,19.1,125,2.19,56.2,20.4,0,34.7,0,1,114.5,82.1,10.6,10.2,0,0.4,8.8,28,9.4,"67.8","3.8",267,"7.3"
"762","2002",피그플랜,"010003","180003","3",0,22.6,298,2.38,44.1,15.4,4.3,24.3,0.1,0,114.6,85.3,11,10.5,0,0.5,9.5,19.9,6.8,"86.8","4.4",243,"7.5"
"2657","2002",피그플랜,"010003","180003","3",0,21.1,274,2.35,50.2,17.8,1.4,30.3,0.4,0.3,113.9,77.2,10.1,9.6,0,0.5,9,20,8.3,"81.4","4.6",234,"6.4"
"1386","2002",피그플랜,"010002","180007","3",0,21.3,"2,391",2.39,39.6,15.8,2.9,20.3,0.4,0.2,113.9,84.8,10.4,10,0.1,0.3,8.9,22.4,7.7,"84.6","4.1",194,"6.2"
"1706","2002",피그플랜,"010002","180007","3",0,23.8,"1,057",2.39,39.2,16,4.4,16.2,1.5,1.1,114.9,86,11.6,10.8,0.1,0.7,9.9,20.9,6.6,"87.4","4.3",232,"7.2"
"1994","2002",피그플랜,"010003","180004","3",0,23.6,366,2.48,30.3,13.2,3,12.9,0.5,0.7,114.3,91.8,11,10.2,0.1,0.7,9.5,20.8,6.4,"93.4","4.3",240,"6.4"
"1821","2002",피그플랜,"010009","180002","3",0,20.8,107,2.26,59.3,16.1,0.2,36.8,5.9,0.3,115,69.9,10.8,10.2,0.3,0.3,9.2,19.8,7.5,"86.6","2.6",215,"6"
"810","2002",피그플랜,"010001","180006","3",0,21.2,532,2.27,56.1,16.5,5.9,32.6,0.6,0.6,115,83.8,11.4,10.6,0.2,0.5,9.3,20.8,8.3,"82.4","6.5",233,"7.3"
"842","2002",피그플랜,"010002","180007","4",0,18.4,"1,003",1.94,103.7,84.7,0.2,18.7,0.1,0,115.3,86.1,10.3,9.9,0,0.4,9.5,20.3,7.7,"84.5","5.1",228,"7.4"
"2158","2002",피그플랜,"010004","180007","3",0,20.4,"1,026",2.38,35.7,14.4,2.9,14.2,2.5,1.6,116.2,83.5,10.3,9.4,0.1,0.8,8.6,22,7.2,"89.8","3.9",225,"7.2"
"1768","2002",피그플랜,"010001","180003","3",0,21.6,213,2.37,42.6,14.2,1.9,24.3,1.2,1,114.5,80.3,10.8,10.4,0,0.3,9.1,21.9,6.8,"87.5","3.3",228,"7.2"
"94","2002",피그플랜,"010001","180003","3",0,20.1,246,2.27,52.2,17.5,1.5,32.8,0.3,0.1,115.5,79.7,11,10,0,1,8.9,23,7.2,"85.7","5.6",232,"6.7"
"799","2002",피그플랜,"010008","180006","3",0,20.7,987,2.35,44.9,13.5,0.8,27.2,2.4,1,113.7,76.2,10.5,9.8,0,0.7,8.8,22.1,6.3,"90.7","5.5",223,"7"
"1412","2002",피그플랜,"010001","180006","3",0,20.6,610,2.44,36,11.7,1.2,22.9,0.1,0.1,114,78.3,10.1,9.4,0.1,0.5,8.4,20.8,5.8,"93.9","4.9",247,"7"
"1672","2002",피그플랜,"010007","180005","3",0,22.2,436,2.5,31.3,13.6,1.3,16.3,0,0.1,114.4,87.9,10.8,9.8,0,1,8.9,19.1,6.3,"87.7","4.5",238,"6.8"
"1756","2002",피그플랜,"010003","180001","3",0,20.7,89,2.34,49.7,14.7,1.3,31.6,1.7,0.3,113.9,79.3,11,10,0.2,0.8,8.8,19.9,7.3,"73.4","4.8",226,"5.9"
"983","2002",피그플랜,"010005","180006","3",0,23.5,953,2.48,28,13.8,0.8,12,1.1,0.4,115.7,89.3,11.5,10.2,0.2,1,9.5,19.9,6.1,"90","3.3",250,"6.9"
"2159","2002",피그플랜,"010004","180002","3",0,22.1,169,2.49,32.5,18.2,0,9.9,4.4,0,115.4,86.6,10.2,9.3,0.2,0.7,8.9,22.8,9,"85.4","0",220,"7.9"
"1711","2002",피그플랜,"010001","180003","4",0,19.2,292,2.19,69.1,18.2,2.5,41.3,5.1,2,114.8,77.2,11,10.4,0.1,0.5,8.8,19.6,7.2,"89","4.3",236,"6.5"
"1755","2002",피그플랜,"010001","180006","3",0,20.4,583,2.41,35,14.5,2.3,16.4,0.9,0.9,114.2,83.2,11,10.4,0.1,0.5,8.4,21.1,6.4,"88.4","3.9",242,"6.6"
"1683","2002",피그플랜,"010001","180005","4",0,19.9,420,2.23,61.8,14.1,1,44.9,1.2,0.6,114.4,73.7,11.3,10,0,1.2,8.9,20.1,7.6,"92.1","7.7",237,"6.5"
"1397","2002",피그플랜,"010004","180006","3",0,20.2,886,2.24,58.8,13.6,3,39.8,1.9,0.5,114.7,75.1,10.2,9.2,0,0.9,9,25.2,8.5,"84.3","2",271,"4.9"
"1777","2002",피그플랜,"010002","180003","3",0,23.7,211,2.47,36.4,13.4,1.6,20.2,0.8,0.4,115,84.8,10.7,10.2,0.1,0.4,9.6,21.8,7.3,"85.1","3.2",237,"6.3"
"1415","2002",피그플랜,"010001","180005","3",0,24.1,429,2.5,28.6,12.4,1.5,14.1,0.4,0.2,115.2,87.7,11.1,10.3,0.1,0.7,9.6,19,5.8,"92","5.1",230,"6.7"
"2619","2002",피그플랜,"010007","180005","3",0,22.3,474,2.4,42.1,14.1,0.8,23.6,2.9,0.7,114,74,10.4,10.1,0.1,0.2,9.3,21.1,6.3,"87.2","2",242,"6.1"
"1761","2002",피그플랜,"010007","180002","3",0,22.9,160,2.26,64,34.6,3.4,23.1,2.2,0.7,113.9,77.8,10.9,10.6,0.1,0.2,10.1,19.8,6.8,"88.9","4.3",230,"6.7"
"1818","2002",피그플랜,"010009","180002","3",0,22.5,107,2.4,41.7,13.7,0.8,25.3,1.9,0,114.9,82.7,11.5,10.3,0.3,1,9.4,19.6,6.2,"91.2","1.9",223,"6.3"
"703","2002",피그플랜,"010006","180002","3",18.1,20.9,146,2.42,37.1,12,1.3,20,2.3,1.4,115.1,82.3,10.1,9.6,0,0.4,8.7,20.7,5.5,"96.1","4.2",253,"6.6"
"2161","2002",피그플랜,"010004","180006","3",0,20.5,581,2.47,42.3,19.3,2.3,17,2.6,1.1,114.3,76.8,9.8,9,0.3,0.5,8.3,17.5,9.8,"77.3","2",226,"5.4"
"978","2002",피그플랜,"010005","180002","3",0,21,125,2.2,73.5,18.4,2.8,51.2,1.1,0,115.7,77.4,11.3,10.5,0.1,0.7,9.6,18.9,7.1,"90.2","3",227,"6.7"
"1719","2002",피그플랜,"010002","180002","3",0,22.1,106,2.42,35.6,14.5,0.9,20.1,0,0,114.4,83.7,10.3,9.9,0,0.4,9.1,20.8,6.7,"82","5",240,"6.4"
"1720","2002",피그플랜,"010002","180004","3",0,24.4,387,2.48,32.3,17.7,0.8,12.7,0.8,0.4,114.2,87.4,11.3,10.5,0.2,0.6,9.8,19.9,6.3,"90","5.1",240,"6.5"
"1423","2010",피그플랜,"010003","180002","4",0,19.2,119,2.03,73.9,14.4,0.4,59.1,0,0,114.2,77.8,11.7,10.7,0,1,9.4,26.2,7.1,"85.5",,270,"5.9"
"842","2010",피그플랜,"010002","180007","3",0,23.2,"2,344",2.38,36.8,17.7,2.5,14.5,1.4,0.8,114.8,87,11.1,10.3,0.4,0.4,9.7,23.1,8.3,"87.2","3.7",277,"6.1"
"1723","2010",피그플랜,"010002","180004","3",0,24.4,346,2.33,32.4,16.2,1.2,14.4,0.5,0.1,115.4,84.3,12.8,11.9,0.3,0.6,10.5,27,7.3,"85.9","6.1",249,"7.9"
"1774","2010",피그플랜,"010002","180003","3",0,20.8,249,2.27,49.4,19.4,2.2,25.7,1.7,0.3,114.8,76,11.8,10,0.6,1.1,9.2,24.9,9.6,"82.7","8.4",278,"9.6"
"1501","2010",피그플랜,"010002","180001","4",17,17.7,91,2.08,76.4,28.4,0,47.7,0.2,0,115.6,74.6,11.4,10,0.3,1.1,8.5,25.3,16.7,"59.2","3",244,"10"
